"EntityId","Chart Label","Technology","Technology Subtype","Year","Official Program Number","Calculated LCOE","","Overnight Capital Cost dollar per kW including Contingency","Contingency Factor","Overnight Capital Cost dollar per kW","Final Capital Cost, $/kW","Discount Rate","Lifetime Years","Final Lifetime in Years","Capital Recovery Factor","Tax Rate","Present Value of Depreciation","Average Capacity Factor","Max Capacity Factor","Final Capacity Factor","LCOE Capital Cost Term","O M All-Inclusive","Fixed O M dollar per kW","Variable O M dollar per MWh","Calculated OM All Inclusive Cost Term ($/kW)","Calculated Fixed OM Term ($/kW)","Calculated Variable OM Term ($/kW)","LCOE OM Term","Fuel","Fuel Cost","Heat Rate","LCOD Fuel Cost Term","","Reference Name","Publication Year","Report Author(s)","Dataset name","Dataset web source"
"g29742","Scrubbed","Coal","Advanced PC CCS","2004","",0.047,"","","1","1204",1204,0.07,"60",30,0.080586403511111,0.392,0.54407,"0.846","","0.846",0.016940761204851,"","23.41","3.68","","","",0.0068388350227231,"Coal",2.34,"10000",0.0234,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g29691","Scrubbed","Coal","Advanced PC","2004","",0.056,"","","1","2017.85",2017.85,0.07,"60",30,0.080586403511111,0.392,0.54407,"0.846","","0.846",0.028391955977748,"","33.6","1.62","","","",0.0061538255772531,"Coal",2.34,"9270",0.0216918,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g29743","Scrubbed","Coal","Advanced PC CCS","2005","",0.047,"","","1","1204",1204,0.07,"60",30,0.080586403511111,0.392,0.54407,"0.846","","0.846",0.016940761204851,"","23.41","3.75","","","",0.0069088350227231,"Coal",2.34,"10000",0.0234,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g28213","Scrubbed","Coal","Advanced PC","2005","",0.053,"","","1","1544.82",1544.82,0.07,"45",30,0.080586403511111,0.392,0.54407,"0.8","","0.8",0.022986068323202,"","27.5","4.58","","","",0.0085040867579909,"Coal",2.34,"9320",0.0218088,"","MiniCAM 2008","2008","MiniCAM","Mini Climate Assessment Model (2008). Data from MiniCAM model, Pacific Northwest National Laboratory.",""
"g29692","Scrubbed","Coal","Advanced PC","2005","",0.057,"","","1","2017.85",2017.85,0.07,"60",30,0.080586403511111,0.392,0.54407,"0.846","","0.846",0.028391955977748,"","33.6","1.62","","","",0.0061538255772531,"Coal",2.34,"9470",0.0221598,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g29744","Scrubbed","Coal","Advanced PC CCS","2006","",0.047,"","","1","1204",1204,0.07,"60",30,0.080586403511111,0.392,0.54407,"0.846","","0.846",0.016940761204851,"","23.41","3.83","","","",0.0069888350227231,"Coal",2.34,"10000",0.0234,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g28214","Scrubbed","Coal","Advanced PC","2006","",0.053,"","","1","1544.82",1544.82,0.07,"45",30,0.080586403511111,0.392,0.54407,"0.8","","0.8",0.022986068323202,"","27.5","4.58","","","",0.0085040867579909,"Coal",2.34,"9277",0.02170818,"","MiniCAM 2008","2008","MiniCAM","Mini Climate Assessment Model (2008). Data from MiniCAM model, Pacific Northwest National Laboratory.",""
"g29693","Scrubbed","Coal","Advanced PC","2006","",0.057,"","","1","2029.27",2029.27,0.07,"60",30,0.080586403511111,0.392,0.54407,"0.846","","0.846",0.028552639942,"","33.6","1.62","","","",0.0061538255772531,"Coal",2.34,"9416",0.02203344,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g29745","Scrubbed","Coal","Advanced PC CCS","2007","",0.047,"","","1","1204",1204,0.07,"60",30,0.080586403511111,0.392,0.54407,"0.846","","0.846",0.016940761204851,"","23.41","3.91","","","",0.0070688350227231,"Coal",2.34,"10000",0.0234,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g28215","Scrubbed","Coal","Advanced PC","2007","",0.053,"","","1","1544.82",1544.82,0.07,"45",30,0.080586403511111,0.392,0.54407,"0.8","","0.8",0.022986068323202,"","27.5","4.58","","","",0.0085040867579909,"Coal",2.34,"9235",0.0216099,"","MiniCAM 2008","2008","MiniCAM","Mini Climate Assessment Model (2008). Data from MiniCAM model, Pacific Northwest National Laboratory.",""
"g29694","Scrubbed","Coal","Advanced PC","2007","",0.057,"","","1","2040.69",2040.69,0.07,"60",30,0.080586403511111,0.392,0.54407,"0.846","","0.846",0.028713323906252,"","33.6","1.62","","","",0.0061538255772531,"Coal",2.34,"9362",0.02190708,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g29746","Scrubbed","Coal","Advanced PC CCS","2008","",0.047,"","","1","1204",1204,0.07,"60",30,0.080586403511111,0.392,0.54407,"0.846","","0.846",0.016940761204851,"","23.41","3.99","","","",0.0071488350227231,"Coal",2.34,"10000",0.0234,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g28216","Scrubbed","Coal","Advanced PC","2008","",0.053,"","","1","1544.82",1544.82,0.07,"45",30,0.080586403511111,0.392,0.54407,"0.8","","0.8",0.022986068323202,"","27.5","4.58","","","",0.0085040867579909,"Coal",2.34,"9193",0.02151162,"","MiniCAM 2008","2008","MiniCAM","Mini Climate Assessment Model (2008). Data from MiniCAM model, Pacific Northwest National Laboratory.",""
"g29695","Scrubbed","Coal","Advanced PC","2008","",0.057,"","","1","2052.11",2052.11,0.07,"60",30,0.080586403511111,0.392,0.54407,"0.846","","0.846",0.028874007870504,"","33.6","1.62","","","",0.0061538255772531,"Coal",2.34,"9308",0.02178072,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g22657","Scrubbed","Coal","Advanced PC","2009","",0.059,"","2057.84","1.070000052","1923","2057.84",0.07,"",30,0.080586403511111,0.392,0.54407,"","0.85","0.85",0.028818374172338,"","27.53","4.59","","","",0.0082872871340317,"Coal",2.34,"9200",0.021528,"","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g39648","Scrubbed","Coal","Advanced PC","2009","",0.064,"","","","3000","3000",0.07,"",30,0.080586403511111,0.392,0.54407,"0.93","","0.93",0.038398574588211,"","20.4","2","","","",0.0045040506702018,"Coal",2.34,"8960",0.0209664,"","Lazard 2010","2010","Lazard","Lazard Levelized Cost of Energy Analysis, version 4.0","http://www.dpuc.state.ct.us/DEEPEnergy.nsf/c6c6d525f7cdd1168525797d0047c5bf/8525797c00471adb852579ea00731d74/$FILE/Ex%2013%20-%20Lazard%202010%20Levelized%20Cost%20of%20Energy%20-%20v%204.0.pdf"
"g39649","Scrubbed","Coal","Advanced PC","2009","",0.145,"","","","8400","8400",0.07,"",30,0.080586403511111,0.392,0.54407,"0.93","","0.93",0.10751600884699,"","31.6","5.9","","","",0.0097788235871753,"Coal",2.34,"12000",0.02808,"","Lazard 2010","2010","Lazard","Lazard Levelized Cost of Energy Analysis, version 4.0","http://www.dpuc.state.ct.us/DEEPEnergy.nsf/c6c6d525f7cdd1168525797d0047c5bf/8525797c00471adb852579ea00731d74/$FILE/Ex%2013%20-%20Lazard%202010%20Levelized%20Cost%20of%20Energy%20-%20v%204.0.pdf"
"g42053","Scrubbed","Coal","Advanced PC","2010","",0.038,"","","","2300","2300",0.07,"35",30,0.080586403511111,0.392,0.54407,"0.85","","0.85",0.032209627860464,"","46","","","","",0.0061778135911899,"Coal",2.34,"",0,"","IEA 2012","2012","IEA","Energy Technology Perspectives 2012 Pathways to a Clean Energy System","http://www.iea.org/publications/freepublications/publication/ETP2012_free.pdf"
"g38656","Scrubbed","Coal","Advanced PC","2010","",0.069,"","","","2890","2890",0.07,"",30,0.080586403511111,0.392,0.54407,"","",0.85,0.040472097615974,"","23","3.71","","","",0.0067989067955949,"Coal",2.34,"9370",0.0219258,"","Black and Veatch 2012","2012","Black and Veatch","COST AND PERFORMANCE DATA FOR POWER GENERATION TECHNOLOGIES","http://bv.com/docs/reports-studies/nrel-cost-report.pdf"
"g39660","Scrubbed","Coal","Advanced PC","2014","",0.066,"","","","3000","3000",0.07,"",30,0.080586403511111,0.392,0.54407,"0.93","","0.93",0.038398574588211,"","40","2","","","",0.0069099032749055,"Coal",2.34,"8750",0.020475,"","Lazard 2014","2014","Lazard","Lazard Levelized Cost of Energy Analysis, version 8.0","http://www.lazard.com/PDF/Levelized%20Cost%20of%20Energy%20-%20Version%208.0.pdf"
"g39659","Scrubbed","Coal","Advanced PC","2014","",0.15,"","","","8400","8400",0.07,"",30,0.080586403511111,0.392,0.54407,"0.93","","0.93",0.10751600884699,"","80","5","","","",0.014819806549811,"Coal",2.34,"12000",0.02808,"","Lazard 2014","2014","Lazard","Lazard Levelized Cost of Energy Analysis, version 8.0","http://www.lazard.com/PDF/Levelized%20Cost%20of%20Energy%20-%20Version%208.0.pdf"
